Record Length,2.500000e+03,,  -0.250000000000,   2.48000,
Sample Interval,2.000000e-04,,  -0.249800000000,   2.48000,
Trigger Point,1.250000000000e+03,,  -0.249600000000,   2.48000,
,,,  -0.249400000000,   2.44000,
,,,  -0.249200000000,   2.44000,
,,,  -0.249000000000,   2.44000,
Source,,,  -0.248800000000,   2.44000,
Vertical Units,,,  -0.248600000000,   2.44000,
Vertical Scale,1.000000e+00,,  -0.248400000000,   2.40000,
Vertical Offset,0.000000e+00,,  -0.248200000000,   2.40000,
Horizontal Units,,,  -0.248000000000,   2.40000,
Horizontal Scale,5.000000e-02,,  -0.247800000000,   2.40000,
Pt Fmt,,,  -0.247600000000,   2.40000,
Yzero,0.000000e+00,,  -0.247400000000,   2.40000,
Probe Atten,1.000000e+00,,  -0.247200000000,   2.40000,
Model Number,,,  -0.247000000000,   2.40000,
Serial Number,,,  -0.246800000000,   2.40000,
Firmware Version,,,  -0.246600000000,   2.40000,
,,,-00.246400000000,   2.40000,
,,,-00.246200000000,   2.40000,
,,,-00.246000000000,   2.40000,
,,,-00.245800000000,   2.36000,
,,,-00.245600000000,   2.40000,
,,,-00.245400000000,   2.40000,
,,,-00.245200000000,   2.40000,
,,,-00.245000000000,   2.40000,
,,,-00.244800000000,   2.40000,
,,,-00.244600000000,   2.36000,
,,,-00.244400000000,   2.36000,
,,,-00.244200000000,   2.36000,
,,,-00.244000000000,   2.32000,
,,,-00.243800000000,   2.36000,
,,,-00.243600000000,   2.32000,
,,,-00.243400000000,   2.32000,
,,,-00.243200000000,   2.32000,
,,,-00.243000000000,   2.36000,
,,,-00.242800000000,   2.32000,
,,,-00.242600000000,   2.32000,
,,,-00.242400000000,   2.32000,
,,,-00.242200000000,   2.32000,
,,,-00.242000000000,   2.32000,
,,,-00.241800000000,   2.28000,
,,,-00.241600000000,   2.28000,
,,,-00.241400000000,   2.28000,
,,,-00.241200000000,   2.32000,
,,,-00.241000000000,   2.28000,
,,,-00.240800000000,   2.28000,
,,,-00.240600000000,   2.28000,
,,,-00.240400000000,   2.28000,
,,,-00.240200000000,   2.24000,
,,,-00.240000000000,   2.24000,
,,,-00.239800000000,   2.28000,
,,,-00.239600000000,   2.24000,
,,,-00.239400000000,   2.24000,
,,,-00.239200000000,   2.24000,
,,,-00.239000000000,   2.20000,
,,,-00.238800000000,   2.24000,
,,,-00.238600000000,   2.20000,
,,,-00.238400000000,   2.20000,
,,,-00.238200000000,   2.20000,
,,,-00.238000000000,   2.20000,
,,,-00.237800000000,   2.20000,
,,,-00.237600000000,   2.20000,
,,,-00.237400000000,   2.20000,
,,,-00.237200000000,   2.20000,
,,,-00.237000000000,   2.20000,
,,,-00.236800000000,   2.20000,
,,,-00.236600000000,   2.16000,
,,,-00.236400000000,   2.16000,
,,,-00.236200000000,   2.16000,
,,,-00.236000000000,   2.16000,
,,,-00.235800000000,   2.16000,
,,,-00.235600000000,   2.20000,
,,,-00.235400000000,   2.16000,
,,,-00.235200000000,   2.16000,
,,,-00.235000000000,   2.16000,
,,,-00.234800000000,   2.16000,
,,,-00.234600000000,   2.16000,
,,,-00.234400000000,   2.12000,
,,,-00.234200000000,   2.16000,
,,,-00.234000000000,   2.16000,
,,,-00.233800000000,   2.12000,
,,,-00.233600000000,   2.12000,
,,,-00.233400000000,   2.12000,
,,,-00.233200000000,   2.08000,
,,,-00.233000000000,   2.12000,
,,,-00.232800000000,   2.12000,
,,,-00.232600000000,   2.08000,
,,,-00.232400000000,   2.08000,
,,,-00.232200000000,   2.04000,
,,,-00.232000000000,   2.12000,
,,,-00.231800000000,   2.08000,
,,,-00.231600000000,   2.04000,
,,,-00.231400000000,   2.08000,
,,,-00.231200000000,   2.08000,
,,,-00.231000000000,   2.04000,
,,,-00.230800000000,   2.04000,
,,,-00.230600000000,   2.08000,
,,,-00.230400000000,   2.04000,
,,,-00.230200000000,   2.04000,
,,,-00.230000000000,   2.04000,
,,,-00.229800000000,   2.04000,
,,,-00.229600000000,   2.04000,
,,,-00.229400000000,   2.00000,
,,,-00.229200000000,   2.00000,
,,,-00.229000000000,   2.04000,
,,,-00.228800000000,   2.04000,
,,,-00.228600000000,   2.00000,
,,,-00.228400000000,   2.00000,
,,,-00.228200000000,   2.00000,
,,,-00.228000000000,   2.00000,
,,,-00.227800000000,   2.00000,
,,,-00.227600000000,   2.04000,
,,,-00.227400000000,   2.00000,
,,,-00.227200000000,   2.00000,
,,,-00.227000000000,   1.96000,
,,,-00.226800000000,   1.96000,
,,,-00.226600000000,   1.96000,
,,,-00.226400000000,   1.96000,
,,,-00.226200000000,   2.00000,
,,,-00.226000000000,   1.96000,
,,,-00.225800000000,   1.96000,
,,,-00.225600000000,   1.96000,
,,,-00.225400000000,   1.96000,
,,,-00.225200000000,   1.96000,
,,,-00.225000000000,   1.96000,
,,,-00.224800000000,   1.96000,
,,,-00.224600000000,   1.96000,
,,,-00.224400000000,   1.96000,
,,,-00.224200000000,   1.92000,
,,,-00.224000000000,   1.96000,
,,,-00.223800000000,   1.96000,
,,,-00.223600000000,   1.96000,
,,,-00.223400000000,   1.92000,
,,,-00.223200000000,   1.96000,
,,,-00.223000000000,   1.96000,
,,,-00.222800000000,   1.92000,
,,,-00.222600000000,   1.92000,
,,,-00.222400000000,   1.92000,
,,,-00.222200000000,   1.92000,
,,,-00.222000000000,   1.92000,
,,,-00.221800000000,   1.92000,
,,,-00.221600000000,   1.92000,
,,,-00.221400000000,   1.92000,
,,,-00.221200000000,   1.92000,
,,,-00.221000000000,   1.92000,
,,,-00.220800000000,   1.92000,
,,,-00.220600000000,   1.92000,
,,,-00.220400000000,   1.88000,
,,,-00.220200000000,   1.92000,
,,,-00.220000000000,   1.88000,
,,,-00.219800000000,   1.88000,
,,,-00.219600000000,   1.88000,
,,,-00.219400000000,   1.88000,
,,,-00.219200000000,   1.88000,
,,,-00.219000000000,   1.88000,
,,,-00.218800000000,   1.88000,
,,,-00.218600000000,   1.88000,
,,,-00.218400000000,   1.92000,
,,,-00.218200000000,   1.92000,
,,,-00.218000000000,   1.92000,
,,,-00.217800000000,   1.96000,
,,,-00.217600000000,   1.96000,
,,,-00.217400000000,   1.96000,
,,,-00.217200000000,   1.96000,
,,,-00.217000000000,   1.96000,
,,,-00.216800000000,   2.00000,
,,,-00.216600000000,   2.00000,
,,,-00.216400000000,   2.00000,
,,,-00.216200000000,   2.00000,
,,,-00.216000000000,   2.00000,
,,,-00.215800000000,   2.04000,
,,,-00.215600000000,   2.04000,
,,,-00.215400000000,   2.04000,
,,,-00.215200000000,   2.08000,
,,,-00.215000000000,   2.08000,
,,,-00.214800000000,   2.12000,
,,,-00.214600000000,   2.08000,
,,,-00.214400000000,   2.12000,
,,,-00.214200000000,   2.12000,
,,,-00.214000000000,   2.12000,
,,,-00.213800000000,   2.12000,
,,,-00.213600000000,   2.16000,
,,,-00.213400000000,   2.16000,
,,,-00.213200000000,   2.16000,
,,,-00.213000000000,   2.16000,
,,,-00.212800000000,   2.20000,
,,,-00.212600000000,   2.16000,
,,,-00.212400000000,   2.20000,
,,,-00.212200000000,   2.20000,
